class,id,text
sarc,536,how could you?! :'( all i wanted was to contribute to a fantastic community of geniuses!
sarc,537,That has to be a typo my friend. If you can compress the EB into only 1012 bits then you can write your own ticket in the field of data compression! Lets see 100 million pages into 1012 bits - fantastic - please tell us how. I really would like to put the entire literature of mankind (and more) on an Ipod. 
sarc,538,"oh hun i am sorry, i'll get right on that :) but yes i retouched her scars, she's a cutter for sure..."
sarc,539,"i don't hide behind anyone: i'm content to learn from hume: i've never mentioned locke. i have explained my position several times; you have chosen to reply with venomous accusations of 'hypocrisy' (sniffing out my contribution to another thread in order to draw mach's attention to it with a poodle's alacrity).  have you studied hard to become proficient in sneering, or are you naturally gifted that way ? why don't you just put me on your ignore list and save yourself the trouble of, as you put it, 'accommodating' me with your superior intellect ? i am surprised that you should wish to continue any conversation with someone you appear to despise. ps. i couldn't give a monkey's about your infatuation with attila the hun."
sarc,540,"cute. but it misses the point. your rationale is like saying hadrian's wall is mis-named because hadrian wasn't out there putting or the rocks in place, but merely caused it to be made. i know the followers of many great leaders hid their leaders burial sites. for want of a better example i can think of attila the hun who was buried in a river 'somewhere'."
sarc,541,psh if i had to f*&^ hillary i'd cheat too! i mean i'm gay but lord have mercy! lol... but getting back to the subject at hand. simone hun honestly just stop with the cook theories and whoever else even believes them. bush and dick had no idea of 9/11 we all didn't.  i find it a sad irony that we discover the warning signs after the incident... we're only human and we all make mistakes... oh and fyi we did not land on the moon.. simone told me it was made of cheese and that there were giant moon rats eating and eating until one day the moon will be gone... that's why there are holes in it. it's true!!! honestly!
sarc,542,i know! i should totally be sorry and ashamed for being such a horrible liar... i mean a dick sucking homosexual and a liar! oh i'm going to the seventh circle for sure... except one little tidbit easilyridden. i didn't lie!!!  embarrass? hun you forget who wears the tiara in this forum....
sarc,543,i'm absolutely astonished that you can't even see what this debate is about. i guess this is because of your disabilitiss though.. i should try and be understanding....
sarc,544,"1868 actually, that is a link to the wikipedia article on the act. once again, the 14th amendment and the civil rights act of 1964 are not the same thing. more importantly, a store saying 'no blacks allowed' is not violating the 14th, they violate the civil rights act of 1964. furthermore, a store saying 'no guns allowed' is not violated the 2nd amendment.  time for you to read up on the constitution doc, you might find some good things in there. i'm a little surprised you don't vote democrat given your thoughts. then again, not much difference between a given democrat and your texas 'republicans' (see w bush and rick perry)"
sarc,545,"first of all, let me just say that that is an excellent whitesnake song. but i'm a little surprised!emoticonxwow all the complaints i got about giving out my personal problems and here you are complaining about wanting a relationship. does no one else see the irony in this? the problem is obvious to me. okay i take that back, it really isn't. does going to kichen supply stores really help?"
sarc,546,"i'm always astonished that creationists try the 'lots of cultures have stories about floods' gambit.  yes, lots of cultures have stories about many things. either there was one great flood at one time, or there have been individual floods. since humans tend to congregate in river valleys, i think i know why all the flood stories contradict each other..."
sarc,547,"i'm always blown away by the irony of seeing fundamentalists claim to grasp 'absolute truth.' nothing could be more blasphemous, by their own definitions: they place themselves in the position they ordinarily reserve for god. and then they accuse atheists of theological arrogance?!? please."
sarc,548,"were it so simple. for the agents to 'freely assemble' among us they, or their superiors, must conclude that we are some sort of threat. would that make you feel loved? on a side note, i'm always surprised at how 'conservatives', normally so worried about government waste, take such a waste of taxpayer dollars so glibly. fbi investigating kiss-ins? joining subversive 'terrorist' xxxx biker groups?"
sarc,549,"i'm amazed none of them have pounced on my comments yet, they have been strangely quiet. maybe their counting their ammo and preparing for revolution."
sarc,550,i've just finished reading your contributions to this thread and i'm astonished by the sheer bombast of their tone and the sciolism in their content. why don't you just make succinct and logical points without the 'support' of a ridiculous apparatus of phoney scholarship ?
sarc,551,"quote from johnhanks: 'quote: originally posted by inri ...sex is nothing but animalistic until it is practiced in accordance with the eucharist...  i'm fascinated. how is this done, exactly? (and just for the record - you're really saying making sex less animalistic is a good thing?)' i wouldn't even ask!!"
sarc,552,"the moon is made of cheese because i said so. was i persuasive? neither were you. do you have the capability to actually debate with facts? you saying something is true doesn't make it so. oh, and i'll save you the trouble.. i'm going to burn in hell, i'm, how does it go? spiritually challenged? and oh yeah, i'm going to bring about something called rapture or something like that. lol"
sarc,553,"you can't justify your claims but you can jump onto a bandwagon of fallacy in a hearbeat? and you're a moral representative of your mythology? i'm hardly surprised. just so you don't make such a mistake again: any claim i make with regards to a 'bible' is done as a work of fiction, or midly historical account of natural, human activities on earth. i hope that's clear. if i claim the bible has a word on a particular page, this is reasoning through logic. if you claim god exists because it's written in the bible, on the other hand. this would be an example of....well, to put it lightly...fallacy...circular reasoning. (insanity also comes to mind). -mach"
sarc,554,"well geeze pyg...i knew you were a bit itchy but i didn't know you hated gay people! i also didn't know you owned the 'internetz!' you must be related to al gore...how much did he soak you for his invention, lol? i don't know if you realized it but i'm gay too. yes indeedy little pyggy, shall i go back from whence i came or am i safe here with you? you seem to know what a 'rick roll' is so i'm impressed...'cause i've never heard the term."
sarc,555,"wow gary, two sentences (sort of) and not a single america bashing comment... i'm impressed."
sarc,556,"did you actually read all of that? wow, i'm impressed. maybe next time you should actually try and refute my argument."
sarc,557,"what? don't they have boyfriends? i'm just amazed that they don't design all women shirts so that they come off easy. hell, they invented the easy access bra ;)"
sarc,558,"call it what you will - cry, whine, pout, 'put on notice', it's all the same to me. i wasn't trying to be profound that's for sure, apparently, you didn't see the humour either. :p i'm just really amused at how you've got your knickers in a bunch over the #%$# !@#$@ atheists that are coming to 'ruin' everything you cherish. :p the funniest thing, well there's two actually, one, you don't really have a leg to stand on legally despite your claims to the contrary, and two, the threat is mostly in your head. boo hoo. emoticonxcry  waxy"
sarc,559,"and bill clinton didn't? obama doesn't? emoticonxdonno let me help you with that. emoticonxangel she's a conservative! i'll bet her upcoming debate with biden will get far more attention than mccain/obama did! i'll sure be watching! word has it that the moderator is an obama lover.  i'm just surprised that so many consider it so important how one performs in these quick witted, personality contests. just because a person is slightly off the mark in wits doesn't mean he/she would not be a good leader - able to make sound political decisions.  looks aside, pelosi's a dingbat compared to palin. she gets a free pass from the news media - ho hum."
sarc,560,"i'm just surprised that 'compliment' is in your vocabulary... for that, i compliment you."
sarc,561,"she? uh, you don't know me like that, miss thing. you're the one with more pudenda than the pointer sisters. and i'm not eating any attention. i'm mildly amused. i haven't seen any evidence of your reputed prowess here. and why don't you ask the real monkey to dance? somebody at home."
sarc,562,"i had expected better, so i'm mildly surprised to see this poster limbo gaily beneath the unspeakable basement standard set by his comrades in arms. emoticonxconfused"
sarc,563,"that site is an embarrassing joke, so i'm not at all surprised by your reference. nor am i surprised that you chose not to answer the question. so far, your contribution to the discussion has been predictably worthless and cowardly. feel free, by the way, to take anything from that silly site and show us how it's probative."
sarc,564,"i'm shocked! how could hunter mislead me so? emoticonxrolleyes given his previous output, i have to confess that i'm not at all surprised that this was a garbage in, garbage out moment. i feel slightly embarrassed at not stopping to consider the preposterous nature of a 14% figure though emoticonxembarrassed"
sarc,565,"what are you talking about  the remnants of their lost civilisation do you want them to still be around with their little bows and arrows hunting buffalo? they have evolved! just as we have evolved. you don't see us driving in a horse and carriage, do you? why aren't you lamenting the 'remnants' of our lost civilization? man! you are so stupid i find it hard to believe you are a scientist... but then again, maybe you are what passes as a scientist in europe. i'm not at all surprised ;)"
sarc,566,"i guess this is another one of your mutual admiration club's charmingly racist moments. 'i bet she's black, and ergo, smokes crack.' gee you're all so mother hubbard rhymie. how do you live with yourself? such ignorance; at this point, i'm not even surprised you don't know which montmartre i'm referencing. i don't think i'll tell you, poot."
sarc,567,i guess i'm not really surprised at some of the reaction here: ignorant blather. i am dissappointed though. it's amazing what people will say about something with no knowledge of it. yes.
sarc,568,and yet you are angry over the ruling so all you can fling out as ammo is the judges orientation. nothing based upon the merits of the case or the details from both sides but only the fact that he is gay. coming from you i'm not surprised in the least. oh and wonderful quotations insisting being out is a detriment and saying someone is jumping out of normallicy simply because they support marriage equality..
sarc,569,"she was never 'pro-gun' to you people. she was an anti. omg they reported on something. not exactly ready to help her reputation out before she was shot, though, were they? you have lots of bros that are lunatics. and one of them just shot and murdered 6 people, including a federal judge who was sitting on an immigration case and a congresswoman who opposed to arizona's immigration law. arizona: your land of cowgirl jan and cowboy sheriff joe.  i never heard of anyone who truly understood what a soul was, who thought they didn't need a mirror. i'm not surprised you think yourself at the level of god himself, able to judge who has a soul and who doesn't. it's the same psychology your bro with a gun just demonstrated."
sarc,570,"you have some good points but a whole lot of gibberish too but you forgot to say why you feel that?????? why did you forget and just go for the insult?? too silly! conservatives have always been very open about their disagreements with rand, but many also welcome her as a very very powerful ally against liberalism. i'm not surprised that you didn't know that what lack???????? what hypocrisy????? of course it does. many countries don't accept immigrants, it is a huge upheaval personally to do so, and most countries will be more liberal than the usa. certainly that is one option most sensible people would utilize when possible. what?????????"
sarc,571,"justincredulous, i'm not surprised that you cut and pasted a comment out of context to make a point. it isn't beneath you to do so. emoticonxrolleyes"
sarc,572,"that doesn't suprise me. again i'm not surprised that your first reaction to the idea that people aren't equal would be to enslave some and that your second idea would be to subjegate women. this reveals way too much about your nature. it ain't pretty. try living homeless for a year then get back to me on whether you saw yourself as equal to someone on '1million a year' emoticonxrolleyes now if the '1million a year' person gave the homeless person 1/2 million a year, then they would be equal, because equality is at the entre of such socialist ideals."
sarc,573,"well, you haven't been right too often on this forum, so i'm not surprised. :)"
sarc,574,"winston's from australia where guns are banned and abuse of women is almost 10x higher than the us. maybe there's a correlation there? emoticonxkill  either way, i'm not surprised that you started yet another male bashing thread. emoticonxrolleyes"
sarc,575,"anyone else see the irony? i don't have time to look up my facts, but i'll just say my opinions are facts!  let's just ignore that overall, republican adminstrations have more officials indicted or convicted of state & federal laws. nixon's adminstration alone accounts for many of the republican number (golwater called nixon the most dishonest person he'd ever met in his life). and do we need to remind jim of the ratio of republicans who have gone to jail or been indicted compared to democrats in the past 6 years?  right. strom thurmand laughs at you from his grave.  with a ideology like that, i'm not surprised."
sarc,576,go back to the part in which we were discussing a specific case and stop trying to encompass the universe in your justification. (you know there are mothers in bokoboko that don't have enough lizard eggs to feed their babies so they eat them)emoticonxbanghead  i'm not surprised that a moral definition of selfish disgusts you. splat! :)
sarc,577,"another attack from one who claims to be a loving christian. oh well, i'm not surprised."
sarc,578,"then explain why the moon isn't burning, after all, it's significently larger then any known comet.  this is beyond ignorant. explain how something far smaller then the moon could sustain nuclear fusion for millions of years yet brown dwarfs which are larger then the moon can't.  coronal mass ejections are not even similar to comets. we have evidence of what comets are. spectrum analysis of light given off by vaporization tells us exactly what they are made of. given your comments, i'm not surprised that the scientific contributions of the islamic world over the past 50 years have essentially been nothing."
sarc,579,"since we're at war with radical islam and they have attacked our homeland once already and have promised a repeat performance. it is ludicrous, irresponsible and suicidal to consider that investigating people of islamic descent before allowing them entry to be a discriminatory policy. especially since terrorists don't fight like men but are committed only to hit and die/run sneak attacks. but i'm not surprised that you're blinded by political correctness when you should be concerned about your families security. emoticonxrolleyes"
sarc,580,"child, your assumption is not only simplistic, childish and patently ridiculous, but it is coming from you so i'm not surprised at all that you're making it. you can deduce and somehow read into my rejection of your statement being evidence of anything is claiming that christianity is the only religion, but i made clear above that my only intent was to show that your claim that your siggy proves anything at all is patently absurd. but make of it what you will. i'll give you the last word to spew your lies and delusions about what you want to say i believe. so have at it little boy, er, i mean, child. emoticonxbye"
sarc,581,"oh, i see now. it's your inability to speak the language that we're dealing with here. bill o'reilly was just quoted in the piece, he didn't write it. and yes, i would believe o'reilly before moyers in a heartbeat. but i'm not surprised you would consider it a deranged hit piece though, since it hits so close to who and what you are."
sarc,582,i'm not surprised anyone would interpret that way. who knew that protecting our daughters actually meant protecting them from harm?
sarc,583,"it's more along the lines of you saying you were going to do something... ... and posting it ... ... then deciding to erase all evidence of what you said you were going to do after you decide you don't want to follow through. care enough to make this post, eh? ironically, it had to do with you not coming back to this thread anymore... but yeah. i'm not surprised you *wouldn't remember* that... emoticonxfrazzled"
sarc,584,"which post do you think most accurately demonstrates archie's ethics? is it the one(s) where he denigrates gays? the one(s) where he accuses those who disagree with him of being filthy, rotten liars, but is incapable of providing an example of their dishonesty? maybe it's the one(s) where he goes off on an insult laden rant that manages to break damn near every point of the tos? since i've just listed pretty much all of his posts, which one demonstrates archie's impeccable ethics the best? seeing as how you just accused a perfect stranger of having no ethics, simply because he disagreed with you, i'm not surprised you feel a kinship with archie."
sarc,585,"i'm not surprised that you didn't get the point that i wasn't really questioning his spelling when i replied to his 'you are heavy on the inane claims... ' with 'you mean accurate claims. your spelling sucks. emoticonxrolleyes ' but rather his statement. but that's ok, we know some people have difficulty with adult concepts such as sarcasm."
sarc,586,"i'm not surprised that you side with them. you're three peas in a pod. my point was that constantly beating dissenter over the head with the bible is counter-productive and the antithesis of jesus' message.  i suggest that if your goal is to fight all religious challengers, you're in the wrong religion. you should be muslims. muslins want to beat non-believers into submission, not christians."
sarc,587,"according to what you mentioned previously, you violated the 'don't ask, don't tell' policy and came out of the closet, disrupting your unit. real classy, jazy. your gay sex sin took preference over honorable service. but then that's your idol, so i'm not surprised."
sarc,588,"really? lol i'm honored that my attention whoring has inspired you x) and don't even thinking about surpassing the master! it will ensue a civil war.  i'm not surprised. he plays a little rough with the rest of my pets. though jum, the elephant, doesn't look the same without her tusk..."
sarc,589,"look. it responded again. i swear, it just gets funnier. look at how far he's managed to fool himself: ' you are pissed at me for simply speaking the undeniable truth. does the truth normally piss you off?' lol. i'm not surprised that a skinhead and potential kkk member thinks that his perspective is absolute while everyone else's is inferior."
sarc,590,"wow, in your very warped world view, people with moral values that defend the most defenseless among us and speak for those who can't speak for themselves are seen as morally perverted by you? how terribly pathetic of you capo. but sadly, i'm not the least bit surprised at how incredibly shallow your perspective is. what boggles the mind though is that you're unable to empathize with a whole class of human beings whom you once were yourself. just think about it capo, can you see what that say's about you?"
sarc,591,"i'm quite surprised this hasn't got more attention. usually all you have to do is whisper the word abortion around here and there's a firestorm. not that that was what i was going for, i'm just surprised. maybe this article is just too straightforward for people emoticonxangel"
sarc,592,"it's the first time i've seen you in that light, and i don't like it either, i'm really surprised at your stance on this one. don't let all those televangelists out there in on your secret passage. :p  for anyone who uses the bible, or interprets it in such a way, as to justify something that would seem contrary to reason or the 'core meaning' of the bible. imho, that's where the trouble starts. waxy"
sarc,593,"i'm shocked. have you been crossdressing? you can have mine when i get breast cancer and die because you didn't use the cool new pink google :/ they're fake, but you don't have to tell anyone"
sarc,594,i'm shocked that people side with illogical arguments rather than logic.
sarc,595,"i'm shocked! people are downvoting your obama has almost the same number of letters as hitler argument... they must be nazis. uh-oh, george has exactly the same number of letters at hitler - does that make him more like hitler than obama??"
sarc,596,"i'm shocked! shocked, i say!!! you seem so pure! roflmao....sorry!"
sarc,597,"dude, check my results. i'm shocked. i answered honestly. wow. you were def right, i aint no liberal. o.o"
sarc,598,once again i'm shocked to find myself agreeing with randomdude. then again his arguments seem well constructed and logical next to debates (and the consequent points you make on them) like 'is my country the best country' or whatever it was called.
sarc,599,"so.... whats he been doing for the past two thousand years? i'm sure this rapture probably requires a lot of paperwork.... i mean, if you're going to torture and murder millions of people i guess you better have all your t's crossed and i's dotted huh?"
sarc,600,"to be honest, i'm surprised it was that hard to give a corporate handout. any big insurance company and big drug company is delighted since their competition will now be squashed and the average joe will delight in their weaker care at a higher price. but hey, a for effort, right? emoticonxrolleyes you don't get points for failing to deliver or delivering a failure in my opinion."
sarc,601,i'm surprised that some of the more frothing liberals here have not yet suggested that we now have a way of tracking and potentially treating the 'abnormal' brains of conservatives.
sarc,602,"i'm surprised that some people still don't realize that not everyone thinks the same way they do emoticonxrolleyes  i, for example, detest children, have no desire to have any of my own and in fact would genuinely fear for any children i might have or are under my direct care. my family is generally bad tempered and 1 in particular has children that pretty much everyone feels sorry for because of how strict this relative is. but hey, as long as you can sleep better knowing you restricted her 'freedom' it's ok, right? you're right :) abortion is one of her options."
sarc,603,"i'm surprised no one has unearthed some stickman figures and announced that the drawings of jesus have been discovered, as recorded in john 8:7, where he's doodling on the ground while some poor young woman is about to get pelted with rocks. what a pilgrimage that would make..."
sarc,604,"the nice part. i'm surprised that you've even read the bible. presumably you're commenting on 1 thessalonians 5:2, wherein paul admonishes the greeks to be watchful for the coming of god? the funny thing is that all of my bibles say that."
sarc,605,i'm surprised he hasn't made a shameless plug for his bible: mein kampf. :p
sarc,606,"thanks for clarifying the point i was making to simone. with all of your difficulties with comprehension, i'm surprised you got it. emoticonxsmilie"
sarc,607,i just like the author...i'm surprised a single person even knows who he is with the level of society's litterary intelligence. emoticonxsmilie
sarc,608,"i'm surprised cindy sheehan and the radical left aren't wearing turbans and funding al queda already, as much as they despise america's war on terrorism. but maybe some of them are."
sarc,609,"neither; he was a deist who felt that the bulk of christianity was ridiculous. [source] clearly, jefferson's 'real christian' is hardly at all a true christian. in fact, jefferson felt that the beliefs that evangelicals hold today were absurd and irrational. rather than address my points in the slightest manner, your response consists entirely of this. (think i'm surprised?) and you somehow think that i'm the one being defeated? but then, with your 'understanding' of logic, nobody's surprised."
sarc,610,"i'm surprised to learn that you have the slightest idea about biology. also, your spelling and grammar is ever so much better in this post than your posts in another thread. how many of you are pretending to be a poster named vt?"
sarc,611,"much more is happening in the world today than your little gay crusade matthew. but keep your single issue, and totally limited perspective in life, that's what you're good at. could you post where i said that revelation speaks to the rcc vs the protestant reformation ms ? as christ was a jew trebor, his followers wont ever cease to exist, just as god has preserved the jew according to his promises. i'm surprised you can't appreciate that my friend."
sarc,612,"well, it's nice to know my assumption there was a dishonest ulterior motive (rather than actually wanting to discuss it) to the request was indeed correct. can't say i'm surprised though. this poster has consistently avoided actual discourse with most anyone with whom he'd find real disagreement (gasp!) for as long as i've known of him, usually choosing instead to throw his easy 'drive-by' insults from the peanut gallery. basically, he's a coward, and most anywhere else would probably be considered a troll."
sarc,613,i'm surprised he didn't google it. maybe that's too logical?
sarc,614,"true, though they can't have been going against the bible as it didn't exist then. how did people decide what was right or wrong before the bible came along? all those millennia without a moral guideline, i'm surprised the human race ever made it (or any other race for that matter). emoticonxangel smiley emoticonxangel"
sarc,615,"as i said, for clarification, and no other reason. it's all drivel to me anyway, so i didn't see the problem in adding evolution onto theory. show where it said that if you would, and clarify your question. if you'll notice, it said approximately, not exactly half its life. i'm surprised you couldn't deduce that by just reading what it said. why are you asking me this question smiley as if i wrote the article? can't you tell the difference between quoting a piece and writing it?"
sarc,616,"given your proclivities, i'm surprised that you are not praising president clinton to the skies for supporting your supposedly moral pov. now, shall we examine mccain & governor gidget's views on the topic?"
sarc,617,"oh gee, they wrote letters threatening to publish names of companies that supported the activists. how horrendous as your side justifies its activities. how terrible is that? did they converge on those companies enmasse with placards and prevent people from gaining entrance, or not wanting to go through the crowd for fear of being attacked? no! but in your mind, writing letters is evil yet you're blind to what your side is doing. i wish i could say i'm surprised at your hypocritical position, but i'm not.  did blacks protest white churches after the people voted against civil rights or prevented blacks from registering to vote? prove they did that foundit. they had marches down main streets and picketed city hall's. not private citizens in their places of worship, and you know it."
sarc,618,telling of what?....that some imaginative authors created fantasy stories wherein guns were unnecessary for the champions to win? that has no bearing on reality. i'm surprised that you tried to extend that into real life.
sarc,619,"in that case its a single act of terroism so if you know all of this what's the name of his group? i wasn't on a high horse. also could you post the source saying he was part of some group and not just a loon.  jeez that sucks. *shrugs* well no different from black leaders who were targeted, slave owners/abolitionists who were targeted. this happens all the time. i'm surprised it hasn't happened earlier. i love how its a conspiracy! *roll eyes* its terrorism not a conspiracy. unless you gonna tell me the governments in on it. xd"
sarc,620,"i'm surprised archangel hasn't jumped on this.  he's gullible enough to fall for tv props, why not this?"
sarc,621,"geeze, oldsarge, i'm sorry you missed the rabies shots when they were passing them out. i'm surprised to see you still around frothing at the mouth."
sarc,622,"you really need to stop reading such biased, uninformed digital-age fishwrapper. i can think of at least one instance off the top of my head, justice alito's confirmation. the democrats threatened to filibuster bush's scotus choice. the gang of seven democrats agreed not to filibuster in return for the republicans not to use the 'nuclear option'. it was in all of the papers. i'm surprised that the leftwing rag missed it. emoticonxrolleyes"
sarc,623,"btw, jazyjason, before you edited out your complimentary comment about howard dean. just wanted to say i'm surprised you said anything to associate yourself thus with a such an irrational far left commie. must stay with the mudflingers and lynch mobs and, especially if they're jesus lovers, ya know. so ... i understand why you took it down. merry christmas."
sarc,624,"you don't see him leading the pack, do you? no family jewels. i'm surprised he doesn't run to canada. emoticonxchickenemoticonxchicken"
sarc,625,"i'm surprised that your picture doesn't precede the phrase 'ignorance of actual american history' in every encyclopedia on earth, simone. emoticonxdonno emoticonxfrazzled emoticonxic emoticonxwow"
sarc,626,i'm surprised that so many people got their knickers in a knot over the ramblings of pat robinson. emoticonxwow
sarc,627,"running away again? typical. you come in and derail the thread from its original discussion, offer up your p***y pacifist propaganda, quote selected verses in the bible to make it look like you've got support from god, and then you turn tail and run when confronted with the facts that prove your position wrong. not that i'm surprised. what else can you expect from a man who wouldn't even defend his own family against danger?"
sarc,628,"perhaps you should smoke a lot less crack? funny isn't it how the people who say that invariably want a larger government? btw adam smith, aka 'miguel sanchez', is a prominent mexican free market economist and spiritual leader of the latino pride movement, with suspected ties to people smuggling and drug trafficking operations along the californian border. his magnum opus the wealth of mexicans details an insidious plot to bring down racial equality through free market principles, estabilishing a millenium of full spectrum mexican dominance of the american financial, legal and industrial systems. the only barrier to his evil plot? patriotic americans who understand the benefits of government control in all aspects of their lives. i'm surprised someone as educated on such a diverse array of issues as yourself hasn't come across him."
sarc,629,"i'm surprised. i was sure you'd have read her essays on capitalism, but i guess only so many books are required before you can defend proper economics."
sarc,630,it is logically impossible to have no beliefs. i'm surprised you even know what 'logic' means or what being 'logical' entails given the poor quality of your arguments.
sarc,631,lol bias dysfunctions. i'm surprised you know such a long word. pity you don't know what it means. i can't blame you... being a retarded ignorant white woman. you don't even understand the absurdity of your own beliefs. go back to cleaning the house. worse is that you don't work yet you take the piss out of immigrants who work but don't pay taxes. you're better how?
sarc,632,jesus christ srom!!! you live in the stone age... i'm surprised you have internet access.
sarc,633,and nobody knows google better then the man that googles everything.  still hunting for excuses bohemian? i'm surprised you didn't yell fallacy. invalid and uncogent must be today's words for the day. i'm sure we will all see them used in other debates throughout the remainder of the day. can't wait and see what is tomorrows word.
sarc,634,with such eloquent and compelling arguments as this i'm surprised it hasn't happened already.
sarc,635,"... are you asking me for evidence that this debate doesn't name specifics? er, then as evidence i submit this debate. you mean your grandkids. and again, hair is apparently more important than policies to the right wing. i'm surprised you didn't just make an acronym of my name, that woulda shown me what's what. no, republicans don't have the majority and they likely never will again until they change their backwards ways. what the republicans have is a bought and paid for propaganda machine called fox, and a band of old fat people scared of their own shadow (not to mention afraide of the scary black guy in office) who will believe any psychotic conspiracy fox throws their way. republicans won't have the majority after this midterm, and the republicans are going to lose more seats when obama is re-elected in 2012."
sarc,636,yep. you got it.  i'm so busted.  seriously. you were a lot closer with the 'abusive participant' thing and i'm surprised that you (of all people) took the line that you did. cheap shots like that are not something that you are known for.
sarc,637,you are an idiot and i'm surprised you are able to navigate the internet with a computer. anyone who actually knows how to use a thesaurus can see your incompetence and dishonesty for what it is.
sarc,638,"no i'm not. well you certainly should be. to me it doesn't matter how the fetus got there, and seriously, why is it relevant for you to know that? wow...i'd say i'm surprised but i'm really not. so you're saying that people who don't want a baby stupid enough to have unprotected sex are on an equal playing field with those who properly applied protection which failed? that's ludicrous and you really should know better.  well. with condoms.. you have no baby. and with abortion, you don't have any baby either.. you left out a few important details there buddy. with the killing of a 3-month old with an axe you have no baby. but its the same result! yippee!"
sarc,639,"Plain with the benefit of hindsight. I love how you're able to determine, not having been there, precisely what was said and precisely where it fell in relation to the law. If it was so clear, we'll see the prosecution for wrongful arrest in due course, I'm sure. "
sarc,640,"i have several that i want everyone who engages in the 'man caused global warming' debate to consider.... and i thank you for helping to illustrate some of those points for me (bold text above). asside from the points we've already discussed,... i am a bit intrigued by the fact that many of your ilk (concerned about saving the lives of millions by reversing or slowing the warming trends of the planet) are seemingly oblivious and uncaring about the millions who are deliberately killed in the name of 'choice.' isn't the decision to drive an suv a choice as well? emoticonxrolleyes"
sarc,641,"it was germany's drive for nationalism that led to britian's defeat, wwll. want to rethink your position? news flash, britain won ww2, germany lost. i am actually astounded that you didn't know that."
sarc,642,"i have read some of what you write about god. i have been amazed! thank you! i am amazed your parents/caregivers/orderlies/guards let you have access to a computer yah my parents allow me to have internet access and so does my school.  i am amazed you harbor the impression anyone, much less everyone, thinks you are so great thank you. i am amazed you survived being dropped on your head as an infant i was never dropped on my head as an infant."
sarc,643,"i am amused by how some people can look at an article of an anti-gay marriage advocate attacking a gay marriage advocate, and the person reading the article wants to focus on what qualifies as 'oppression' and how gays could have it worse... emoticonxdonno  just out of curiousity, do you have any comment as to whether or not the attack was wrong?"
sarc,644,"emoticonxrolleyes  like i mentioned, i stopped using the 'l-word' because steeeeve and another kept shifting the focus of the conversation to demand that i prove that they knew they were telling a falsehood. boringly enough, their antics completely neutered threads into meaningless squabbling. the discussion about the topic of the thread stopped completely. they often did not even tried to debate that their statement was not false. steeeeve has a lovely habit of ignoring what he can't cope with. i am amused at how my name doesn't seem to be the focus of any of these 'liar!' threads, but that doesn't stop me from bringing me up here. obsess much steeeeve?"
sarc,645,"the same could be said of you... little jimmy is torturing small animals, but don't worry. he isn't killing anybody... < end sarcasm > the quote in question. 'i want to see them as radically laying down their lives for the gospel. as they are over in pakistan, in israel, in palistan, in all those different places...' it references some pretty serious hotbeds of violence. not just *figuratively* committing your life to god, but people killing in god's name. people dying in god's name. plus, she explicitly states 'radically laying down their lives'. not *figuratively* laying down their lives. she chose a word that indicates elevation of action. quite frankly, i am astonished that you don't seem to have any concern over her statement. you write it off without even bothering to look at what she actually said."
sarc,646,well i always assumed i was the biggest harry potter fan. i am astounded to learn that historical facts support it. i thought it was the creation of someone's imagination as opposed to jesus who historically existed whether or not he was the son of god. emotions run way too high on both side in these kinds of arguments so you end up with one party belittling in not so subtle ways another and vice versa as though it's clever and wins them points. :(
sarc,647,"there is no problem in what you 'believe' in. science is irrelevant in many beliefs. just sole belief in a deity and his disciples, is what many religions revolve around. but, i am astounded by your god's name, no harsh feelings. a dragon lord king is quite a mouth full don't you say? can we just call em, greeble. :)"
sarc,648,"oh my gosh i am bloody stunned! speachless(almost) even.you are an absolute genious! oh if i knew how to type bowing to your feet, i would.thankyou.sincerely dacey."
sarc,649,"so your saying dr. tiggerroo, that my parents decided i would be gay for me. fascinating. do you have any other amazing rubbish to spit out of your mouth. i am captivated by your amazing intelligence on this subject. it sound like you have been studying this all through kindergarden. grow up, get a clue."
sarc,650,i am equally astonished you two road apples don't recognize satire when you see it emoticonxgood
sarc,651,"it's my first day and i'm already wishing forums had an ignore button. this really is my first day, and i am frankly flabbergasted. is this (archie-types) an ongoing problem here, or an isolated individual? i feel like i'm arguing with my 6 year old niece. i'm asking everyone out there who has been there for a while. seriously. as a former christian, i have numerous christian friends whose conversation and opinions i respect and think i could learn something from - but, well...jesus, is this the norm around here? this is not a rhetorical question."
sarc,652,"i am impressed you are impressed by that backward-minded bigot who's main insight was a mere claim without justification on any form of harm to the institution of marriage and said, 'fuck the fags'? come on dude."
sarc,653,"archie, it's already 'cleared up' that you're a liar. you claimed to know what he was about. you claimed it was a 'secular site that's dedicated to exposing the homosexual, extreme left, communist and anarchist agenda'. but he's not really interested in 'homosexuality' at all. and i find you're 'couldn't find it' to be incredibly absurd. it's on the web-page where he talks about the event in the first place. if you actually start clicking to see the pics and his comments, it's right there! i'm not linking to pornographic material on this web-site. the header of that web-page reads:  'up your alley fair san francisco, july 27, 2008 part 1' i am incredibly amused that you repeatedly lie all over the place on this web-site, but then you press others for proof."
sarc,654,"woohoohoo, diogenes, talk about twisting my statements, wow! wow! i am just plain flabbergasted!"
sarc,655,"leroyjames, i am just shocked at your blatantly sarcastic response to kelly ;)"
